"id","category_id","name","description","tags","price","is_active","created_at","updated_at","deleted_at"
4319,1010,Tantra Kid's Unisex Free Spirit Turquoise Kidswear,Unisex Tshirts Summer,"Apparel,Topwear,Casual",84568.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4361,1010,Free Authority Men's Melting Times Blue T-shirt,Men Tshirts Summer,"Apparel,Topwear,Casual",40156.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4484,2011,Puma Men Kraftek White Silver Shoe,Men Sports Shoes Summer,"Footwear,Shoes,Sports",98359.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4583,3011,Wildcraft Unisex Grey Backpack,Unisex Backpacks Winter,"Accessories,Bags,Casual",73896.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4585,3011,Wildcraft Unisex Black Solid Backpack,Unisex Backpacks Winter,"Accessories,Bags,Casual",35434.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4594,3017,Wildcraft Unisex Red & Grey Rucksack,Unisex Rucksacks Winter,"Accessories,Bags,Casual",38647.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4601,3017,Wildcraft Unisex Blue & Grey Rucksack,Unisex Rucksacks Winter,"Accessories,Bags,Travel",55727.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4634,2011,ADIDAS Men's Adi Ultra Low White Navy Shoe,Men Sports Shoes Summer,"Footwear,Shoes,Sports",89675.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4650,2211,ADIDAS Women Neo Chicane Black Blue Sandal,Women Sports Sandals Summer,"Footwear,Sandal,Casual",65876.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4774,1113,ADIDAS Women 3S Pink Track Pants,Women Track Pants Summer,"Apparel,Bottomwear,Sports",48203.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4884,1014,Levis Kids Girl's Darcy Purple Teens Kidswear,Women Tops Summer,"Apparel,Topwear,Casual",95103.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4920,1014,Gini and Jony Girl's Veeya Pink Infant Kidswear,Women Tops Summer,"Apparel,Topwear,Casual",66050.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4984,1210,Palm Tree Girls Beyonce White & Blue Dress,Women Dresses Summer,"Apparel,Dress,Casual",21000.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
4990,1111,Gini and Jony Girl's Scotia White Purple Kidswear,Women Shorts Summer,"Apparel,Bottomwear,Casual",69029.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
5027,1113,ADIDAS Men's Long Black Capris,Men Track Pants Summer,"Apparel,Bottomwear,Sports",85765.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
5223,3020,Wildcraft Unisex Grey waist pouch,Unisex Waist Pouch Winter,"Accessories,Bags,Casual",90803.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
5226,3020,Wildcraft Unisex Blue Waist pouch,Unisex Waist Pouch Winter,"Accessories,Bags,Casual",16229.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
5254,3013,Wildcraft Unisex Red Duffle Bag,Unisex Duffel Bag Winter,"Accessories,Bags,Casual",18714.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
5263,3015,Wildcraft Unisex Grey & Green Printed Messenger Bag,Unisex Messenger Bag Winter,"Accessories,Bags,Casual",97760.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
5350,2011,Artengo Artengo 522c Man Synthe,Men Sports Shoes Fall,"Footwear,Shoes,Sports",97274.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
5611,220,ADIDAS Men Kendall Black Grey Floater,Men Sandals Summer,"Footwear,Sandal,Casual",30740.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
5768,1110,Jealous 21 Women Dark Blue Jeggning,Women Jeans Summer,"Apparel,Bottomwear,Casual",16751.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6185,1010,Lee Men's Hentry Smoke Grey T-shirt,Men Tshirts Summer,"Apparel,Topwear,Casual",35616.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6255,1010,Lee Women's Byonce White T-shirt,Women Tshirts Summer,"Apparel,Topwear,Casual",37380.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6344,2010,Converse Men Black CT Lace Color Hi Canvas Shoes,Men Casual Shoes Summer,"Footwear,Shoes,Casual",56560.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6345,2010,Converse Unisex Brick Purple Shoe,Unisex Casual Shoes Summer,"Footwear,Shoes,Casual",88702.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6437,2110,Lotto Women's Hawaian Palms Purple Pink Flip Flop,Women Flip Flops Summer,"Footwear,Flip Flops,Casual",20716.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6478,1018,ADIDAS Men Top Grey Jacket,Men Jackets Summer,"Apparel,Topwear,Casual",10986.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6497,2010,Red Tape Men's Leather Brown Shoe,Men Casual Shoes Winter,"Footwear,Shoes,Casual",14915.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6535,3014,Nike Unisex Allegian Black Laptop Bag,Unisex Laptop Bag Summer,"Accessories,Bags,Casual",61674.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6827,2211,Timberland Women Belle Isld Boat Ball Black Floater,Women Sports Sandals Summer,"Footwear,Sandal,Casual",96036.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6835,7,Timberland Unisex Max 2 Shine Black Shoe Accessories,Unisex Shoe Accessories Summer,"Accessories,Shoe Accessories,",44923.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6840,7,Timberland Unisex Dry Cleaning Shoe Kit,Unisex Shoe Accessories Summer,"Accessories,Shoe Accessories,",58969.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6842,7,Timberland Unisex Rubber Sole Brush Shoe Accessories,Unisex Shoe Accessories Summer,"Accessories,Shoe Accessories,Casual",36672.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6844,7,Timberland Unisex Boot Lace Shoe Accessories,Unisex Shoe Accessories Summer,"Accessories,Shoe Accessories,",65998.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6845,7,Timberland Unisex Hiker Round Lace Shoe Accessories,Unisex Shoe Laces Summer,"Accessories,Shoe Accessories,Casual",36729.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6860,1116,Forever New Women's Short Black Skirt,Women Skirts Summer,"Apparel,Bottomwear,Casual",93755.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6873,1210,Forever New Women's Top Black Dress,Women Dresses Summer,"Apparel,Dress,Casual",87835.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
6874,1210,Forever New Women Pink Sleeveless Dress,Women Dresses Summer,"Apparel,Dress,Casual",26470.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7053,1011,s.Oliver Men Striped Dark Blue Shirt,Men Shirts Summer,"Apparel,Topwear,Casual",43731.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7056,3011,Nike Unisex Trng Max Black Backpack,Unisex Backpacks Summer,"Accessories,Bags,Sports",37495.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7113,3017,Wildcraft Unisex Green & Grey Rucksack,Unisex Rucksacks Winter,"Accessories,Bags,Travel",61166.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7120,3011,Wildcraft Unisex Green Printed Backpack,Unisex Backpacks Winter,"Accessories,Bags,Casual",21713.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7123,3011,Wildcraft Unisex Orange Printed Backpack,Unisex Backpacks Winter,"Accessories,Bags,Casual",13283.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7230,2012,Rockport Men's Myrics Mid Brown Shoe,Men Formal Shoes Fall,"Footwear,Shoes,Formal",99146.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7330,220,Red Tape Men Strappy Black Floater,Men Sandals Summer,"Footwear,Sandal,Casual",33727.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7556,1010,Nike Men's Aqua Polo T-shirt,Men Tshirts Summer,"Apparel,Topwear,Sports",18174.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7686,1018,Puma Men Alonso Track Red Ferrari Jacket,Men Jackets Fall,"Apparel,Topwear,Sports",95213.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7704,1014,Jealous 21 Women's She's Got Attitude Red Top,Women Tops Fall,"Apparel,Topwear,Casual",92534.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7744,1010,Indigo Nation Men Navy Blue Polo T-shirt,Men Tshirts Fall,"Apparel,Topwear,Casual",91668.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7780,3017,Wildcraft Unisex Grey & Orange Rucksack,Unisex Rucksacks Winter,"Accessories,Bags,Casual",74535.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7887,1113,Proline Men Blue Track Pants,Men Track Pants Fall,"Apparel,Bottomwear,Casual",18417.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
7925,1010,Proline Men Navy Polo T-shirt,Men Tshirts Fall,"Apparel,Topwear,Casual",88183.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8246,3015,Fastrack Unisex Blue Bag,Unisex Messenger Bag Fall,"Accessories,Bags,Casual",19258.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8248,3013,Fastrack Men Black Gym Bag,Men Duffel Bag Fall,"Accessories,Bags,Casual",89283.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8273,1010,Doodle Men Athletic 77 Dept Yellow tee Yellow Kidswear,Men Tshirts Fall,"Apparel,Topwear,Casual",80716.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8422,5010,Spalding Unisex NBA Highlight Red Basketballs,Unisex Basketballs Fall,"Sporting Goods,Sports Equipment,Sports",77179.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8427,5010,Spalding Unisex Blue Basketball,Unisex Basketballs Fall,"Sporting Goods,Sports Equipment,Sports",56703.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8446,1014,Jealous 21 Women Jealous Pam Grey Top Grey Tops,Women Tops Fall,"Apparel,Topwear,Casual",55204.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8478,1018,Forever New Women Vintage Blue Jackets,Women Jackets Fall,"Apparel,Topwear,Casual",59660.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8580,1021,Scullers Men  Grey Waistcoat,Men Waistcoat Fall,"Apparel,Topwear,Casual",15467.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8581,1021,Scullers Men Black Waistcoat,Men Waistcoat Fall,"Apparel,Topwear,Casual",17199.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8582,1021,Scullers Men Grey Waistcoat,Men Waistcoat Fall,"Apparel,Topwear,Casual",38347.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8583,1021,Scullers Men Dark Grey Waistcoat,Men Waistcoat Fall,"Apparel,Topwear,Casual",25422.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8612,1010,Scullers Men Navy Blue Polo T-Shirts,Men Tshirts Fall,"Apparel,Topwear,Casual",78266.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8933,510,Puma Unisex Fundamentals Pink Wristbands,Unisex Wristbands Fall,"Accessories,Sports Accessories,Casual",20738.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8934,510,Puma Unisex Fundamentals Black Wristbands,Unisex Wristbands Fall,"Sporting Goods,Wristbands,Casual",83330.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
8958,7,Puma Unisex fundamentals Red Water Bottle,Unisex Water Bottle Summer,"Accessories,Water Bottle,Casual",74826.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
9041,2012,Buckaroo Men Moles Black Formal Shoes,Men Formal Shoes Winter,"Footwear,Shoes,Formal",90367.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
9256,1011,Mark Taylor Men Blue Striped Shirt,Men Shirts Fall,"Apparel,Topwear,Formal",37546.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
9657,1011,Indigo Nation Men Reversible Bling Red Shirts,Men Shirts Fall,"Apparel,Topwear,Casual",99627.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
9702,2012,Hush Puppies Men Chevelle Brown Formal Shoes,Men Formal Shoes Fall,"Footwear,Shoes,Formal",61064.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
9769,1122,ADIDAS Men Navy Blue Tracksuit,Men Tracksuits Fall,"Apparel,Bottomwear,Casual",15056.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
9770,1122,ADIDAS Men Ess 3s Suit Black Tracksuits,Men Tracksuits Fall,"Apparel,Bottomwear,Casual",16150.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
9803,1015,Scullers For Her Women Scullers Top Navy Blue Tops,Women Tunics Fall,"Apparel,Topwear,Casual",66051.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
9946,1017,ADIDAS Men Frnt Str Black Sweaters,Men Sweaters Fall,"Apparel,Topwear,Sports",90540.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
9965,510,ADIDAS Unisex Nba Black Wristbands,Unisex Wristbands Fall,"Accessories,Sports Accessories,Sports",15408.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
10015,1010,Locomotive Men American Glory White Tshirts,Men Tshirts Fall,"Apparel,Topwear,Casual",29958.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
10312,310,Esprit Women Spark Black White Silver Watches,Women Watches Winter,"Accessories,Watches,Casual",37990.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
10595,700,Esprit Women Cascade Grey Dial Watch,Women Free Gifts Winter,"Free Items,Free Gifts,Casual",77422.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
10654,1116,Doodle Girl Denim skirt with belt Blue Skirts,Women Skirts Fall,"Apparel,Bottomwear,Casual",93849.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
10716,1311,Nike Women Training Sports Bra,Women Bra Fall,"Apparel,Innerwear,Sports",12645.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
11151,7,Indigo Nation Men Check Grey Ties,Men Ties Fall,"Accessories,Ties,Formal",33157.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
11402,1016,United Colors of Benetton Men Winter Black Sweatshirts,Men Sweatshirts Fall,"Apparel,Topwear,Casual",37458.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
11520,1110,United Colors of Benetton Women Denim Black Jeans,Women Jeans Fall,"Apparel,Bottomwear,Casual",56020.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
11672,1011,Lee Men Check Yellow Shirts,Men Shirts Fall,"Apparel,Topwear,Casual",34488.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12003,1011,Mark Taylor Men Grey Striped Shirt,Men Shirts Fall,"Apparel,Topwear,Formal",17748.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12089,1012,W Women Brown Printed Kurta,Women Kurtas Fall,"Apparel,Topwear,Ethnic",30611.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12108,1013,W Women Printed Pink Kurtis,Women Kurtis Fall,"Apparel,Topwear,Ethnic",17479.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12180,1011,Basics Men White Slim Fit Checked Shirt,Men Shirts Fall,"Apparel,Topwear,Casual",63636.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12439,7125,Timberland Unisex Casual Red Skull Caps,Unisex Hat Fall,"Accessories,Headwear,Casual",20455.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12440,7125,Timberland Unisex Casual Black Skull Caps,Unisex Hat Fall,"Accessories,Headwear,Casual",13556.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12449,7,Timberland Unisex Brown Shoe Accessories,Unisex Shoe Accessories Fall,"Accessories,Shoe Accessories,",89314.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12451,7,Timberland Unisex White Shoe Accessories,Unisex Shoe Accessories Fall,"Accessories,Shoe Accessories,",38593.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12452,7,Timberland Unisex Orange Shoe Accessories,Unisex Shoe Accessories Fall,"Accessories,Shoe Accessories,",72950.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12511,2010,Red Tape Men Casual Brown Casual Shoes,Men Casual Shoes Winter,"Footwear,Shoes,Casual",64511.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12788,1013,Mother Earth Women Renu Pink Kurtis,Women Kurtis Fall,"Apparel,Topwear,Ethnic",10980.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12789,1012,Mother Earth Women Sajiya Collt White Kurtas,Women Kurtas Fall,"Apparel,Topwear,Ethnic",42328.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12839,1116,Ant Kids Pleated Black Skirts,Women Skirts Fall,"Apparel,Bottomwear,Casual",90529.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
12917,1017,Spykar Men Stripe White Sweaters,Men Sweaters Fall,"Apparel,Topwear,Casual",25084.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
13174,2013,Skechers Women Ever Lasting Black Sandals,Women Flats Winter,"Footwear,Shoes,Casual",26360.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
13303,1111,Gini and Jony Kids Boys Solid Beige Shorts,Men Shorts Fall,"Apparel,Bottomwear,Casual",30057.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
13403,1011,United Colors of Benetton Men Check Red Shirts,Men Shirts Summer,"Apparel,Topwear,Casual",72724.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
13493,3017,Wildcraft Unisex Gangotri Black & Red Rucksack,Unisex Rucksacks Winter,"Accessories,Bags,Travel",89738.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
13572,1029,Hanes Men Racer Back Red Innerwear Vests,Men Innerwear Vests Summer,"Apparel,Innerwear,Casual",34497.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
13621,1413,Hanes Men Knitted Grey Shorts,Men Lounge Shorts Summer,"Apparel,Loungewear and Nightwear,Casual",41909.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
13670,5011,Puma Unisex Liga XL Football,Unisex Footballs Fall,"Sporting Goods,Sports Equipment,Casual",40225.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
13699,2011,ADIDAS Men CC Oscillate M Blue Sports Shoes,Men Sports Shoes Fall,"Footwear,Shoes,Sports",28759.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
13810,7130,Proline White Striped Muffler,Men Mufflers Summer,"Accessories,Mufflers,Casual",24405.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
13967,1010,Ed Hardy Men Printed Red Tshirts,Men Tshirts Fall,"Apparel,Topwear,Casual",14817.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14117,1110,Flying Machine Women Washed Blue Jeans,Women Jeans Fall,"Apparel,Bottomwear,Casual",24450.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14147,7116,Belmonte Men Bright Assorted Steel Cufflinks,Men Cufflinks Fall,"Accessories,Cufflinks,Formal",64457.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14162,7116,Belmonte Men Bright Assorted Steel Cufflinks,Men Cufflinks Fall,"Accessories,Cufflinks,Formal",86066.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14392,1113,Puma Ess Sweat Pants Track Pant,Men Track Pants Fall,"Apparel,Bottomwear,Casual",41293.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14551,1012,Vishudh Women Small Flower Print Black Kurtas,Women Kurtas Fall,"Apparel,Topwear,Ethnic",43180.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14613,7136,United Colors of Benetton Men Pack of 2 Black Socks,Men Socks Summer,"Accessories,Socks,Casual",70311.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14629,360,United Colors of Benetton Women Solid Pink Scarves,Women Scarves Summer,"Accessories,Scarves,Casual",38612.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14635,7130,United Colors of Benetton Men Solid Black Mufflers,Men Mufflers Summer,"Accessories,Mufflers,Casual",79411.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14872,7,United Colors of Benetton Women Printed Blue Umbrellas,Women Umbrellas Summer,"Accessories,Umbrellas,Casual",13670.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14873,7,United Colors of Benetton Women Printed Purple Umbrellas,Women Umbrellas Summer,"Accessories,Umbrellas,Casual",19408.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14874,7,United Colors of Benetton Women Stripes Purple Umbrellas,Women Umbrellas Summer,"Accessories,Umbrellas,Casual",65721.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14875,7,United Colors of Benetton Women Printed Purple Umbrellas,Women Umbrellas Summer,"Accessories,Umbrellas,Casual",92756.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14876,1119,United Colors of Benetton Women Solid Grey Stockings,Women Stockings Summer,"Apparel,Bottomwear,Casual",22588.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
14890,7,United Colors of Benetton Women Solid Purple Bags,Women Travel Accessory Summer,"Accessories,Accessories,Casual",33813.00,1,"2026-02-23 16:20:41","2026-02-23 16:20:41",
